NAME,metropolitan statistical area/micropolitan statistical area,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,masters_degree,no_schooling,nursery_school,professional_degree,some_college_1_or_more_years,some_college_less_1_year
"Greensboro-High Point, NC Metro Area",24660,50680,105077,31.41604436144931,7315,26.495099761969442,11.673185753120707,30.415670123460544,526403,23288,307,11052,9059,9072,367,758,936,1094,3358,2246,5162,9406,116183,106,44825,8423,102,8158,75437,33992
"Greensburg, IN Micro Area",24700,1835,2638,20.07640772936161,77,44.02856984663086,9.456840706494656,26.438181717512872,18061,1020,0,377,355,213,0,3,0,56,53,111,252,92,6932,0,848,196,0,63,1638,1302
"Greenville, MS Micro Area",24740,2545,3747,20.53457050860368,236,32.500086556105664,20.79077658138005,26.174566353910606,28883,1632,0,1231,1340,595,33,0,33,39,244,433,775,596,7755,0,1514,686,0,434,3632,1383
"Greenville, NC Metro Area",24780,13578,20921,33.86605783866058,1822,24.658473795967453,9.086382171110735,32.38908619426123,106434,4427,44,1504,1587,1320,0,119,68,155,525,344,866,1774,21818,50,10105,1261,54,3197,14750,6145
"Greenville, OH Micro Area",24820,3024,3919,16.48317524841915,126,45.42400632339657,9.307249322493224,28.785569105691057,35424,1350,0,746,855,520,7,5,58,47,1,49,238,469,14741,8,1508,294,0,286,4358,2815
"Greenville-Anderson-Greer, SC Metro Area",24860,64979,134905,33.704246201791975,10768,26.51063498246981,11.02547721075185,28.759641604986363,641750,32688,298,13657,14085,11805,141,777,609,741,3518,2502,4479,9443,137444,141,58217,8428,132,12407,77060,42526
"Greenwood, MS Micro Area",24900,2246,2714,19.535469200471027,185,30.547772769724286,18.033053153043408,31.883704876761275,24627,1387,13,855,1180,327,12,48,113,62,232,135,468,645,6136,14,1578,332,5,334,4043,1563
"Greenwood, SC Micro Area",24940,8460,9862,23.88176537817231,504,34.09265260751804,11.846946284032377,30.17863573027727,63873,3315,0,1523,1725,1204,0,40,45,241,287,227,465,1020,18461,0,4124,772,18,764,7144,3672
"Grenada, MS Micro Area",24980,2045,2777,22.697399305229556,71,30.964228710919162,16.496103652239228,29.842268331612054,21302,1836,17,685,951,429,0,4,0,0,96,158,341,476,4760,0,1683,357,0,304,3090,1222
"Guayama, PR Metro Area",25020,5813,7968,23.34570379834114,557,32.58502159761514,20.202388919308063,23.86688568473566,49311,989,195,826,1260,379,291,599,508,575,1293,766,1062,1377,15079,0,2764,831,0,223,4772,1184
"Gulfport-Biloxi, MS Metro Area",25060,35028,44950,24.706255511521476,2670,28.567893230718827,10.958560329593341,35.767290928166354,286899,18851,14,5559,5125,5795,82,602,120,424,973,1157,3070,4258,63110,13,19183,4248,0,4079,45036,22552
"Guymon, OK Micro Area",25100,514,2052,24.417042131056835,151,28.962137380444236,25.001976128369297,21.618844360129636,12651,523,0,200,228,321,228,140,94,156,680,205,186,364,3141,0,839,361,0,47,1171,1050
"Hagerstown-Martinsburg, MD-WV Metro Area",25180,17628,29831,23.494560205646682,1449,37.0617943437606,10.582394847365629,28.861250603227084,209291,12443,17,5135,3747,3720,60,268,103,137,682,491,1917,3297,65124,11,15667,2533,30,2225,26165,16611
"Hailey, ID Micro Area",25200,1391,6307,39.570455263276635,136,24.27920407887019,10.359608356269458,25.79073230158372,22163,887,32,283,159,353,0,56,8,0,372,69,130,181,4494,0,1804,640,13,523,3233,1092
"Hammond, LA Metro Area",25220,6208,12994,22.228370732588736,698,34.9580458277338,16.130052287434076,26.68353115224339,88549,6174,21,2935,2994,1713,0,190,61,413,544,659,1871,1387,24781,3,4912,1490,2,1079,13357,4063
"Hanford-Corcoran, CA Metro Area",25260,9080,8991,13.919095714061436,528,28.088335339368886,25.764822858339002,32.227746088230674,95545,3668,192,2393,3774,3576,739,901,424,1236,4205,481,1461,2098,23169,95,3015,3029,13,765,15195,6517
"Hannibal, MO Micro Area",25300,1854,3905,23.435926133184108,82,41.16396194739787,9.431076291736616,25.969035627681404,26805,1228,0,525,476,410,10,0,40,29,14,44,361,339,9806,0,1928,280,0,367,3079,2028
"Harrisburg-Carlisle, PA Metro Area",25420,37819,91964,35.36842307341585,5600,32.57255436478036,7.778087070037099,24.280935491766694,416722,16417,302,5709,5560,5877,290,134,66,220,1142,572,4065,3489,119320,58,39367,4879,50,10457,38580,24785
"Harrison, AR Micro Area",25460,3325,3353,15.972069323435978,132,36.10857735979618,10.143742333218004,37.77561098354984,31793,2044,0,494,840,573,11,12,1,10,90,151,432,363,9436,4,1290,244,0,303,5791,2894
"Harrisonburg, VA Metro Area",25500,6328,14673,30.99053298015133,2033,32.14272987515887,14.153016498984403,22.713720645705394,84187,4369,63,2021,1720,1147,166,279,113,95,773,405,1781,1651,22691,8,7799,1693,0,1585,7789,5005
"Hartford-West Hartford-East Hartford, CT Metro Area",25540,66563,187435,42.127596199790254,15618,25.000961842766635,8.17988321367182,24.691558743771292,805745,25131,320,8448,9306,11884,165,885,1182,1555,2827,2169,6121,8612,176313,151,111493,12080,204,24895,87685,44703
"Hastings, NE Micro Area",25580,3864,4631,27.276090414709035,351,27.634937664163367,7.59498353742,37.493988383707595,27031,791,0,355,334,375,8,70,1,30,122,4,200,241,6679,2,1799,311,0,592,4089,2182
"Hattiesburg, MS Metro Area",25620,10801,17169,29.698413339254714,1347,28.50841778028988,9.08999152166014,32.703177358795266,99076,4679,0,1316,1778,1454,0,50,14,52,517,396,839,1592,23566,21,9072,977,0,1836,15615,5985
"Hays, KS Micro Area",25700,1633,4306,39.54658492857556,571,27.58082239315251,4.719218090336013,28.15337458793592,17291,665,0,96,89,308,0,0,8,43,0,0,31,127,4104,0,1609,114,0,352,2086,1149
"Heber, UT Micro Area",25720,3373,17204,53.59506559624045,1312,16.228705698061486,4.713138829058155,25.463089876639906,51070,794,0,183,227,495,143,27,46,38,160,179,211,264,7494,8,7019,426,0,1836,7070,2561
"Helena, MT Metro Area",25740,7073,17471,40.03927789107939,981,24.155903013822797,5.592567414457285,30.212251680640534,66195,2929,2,606,788,1034,0,12,28,63,52,65,393,342,13061,0,6510,317,0,1542,8727,4199
"Hemlock Farms, PA Micro Area",25770,4770,7591,28.8707182320442,502,33.533701657458565,6.793370165745856,30.80220994475138,45250,2098,0,638,505,823,112,69,22,11,38,32,64,293,13076,0,4428,457,10,543,5543,3625
"Henderson, KY Micro Area",25775,3928,4602,17.621942030441552,155,39.78751193047672,11.435675892901994,31.154870146179736,39814,2988,20,725,816,714,36,50,23,0,224,151,550,793,12853,0,1891,447,4,368,5100,3376
"Henderson, NC Micro Area",25780,2498,3682,18.47496073983598,107,35.808759378816966,14.56290350724132,31.15337637410574,28655,2030,0,716,460,464,0,40,28,40,406,157,609,756,8231,48,1235,449,0,270,4354,2075
"Hereford, TX Micro Area",25820,363,886,11.820967592162688,82,40.97873525861269,28.59132695700622,18.608970192218404,10769,1090,44,242,306,366,196,53,29,21,426,232,225,525,3323,12,267,402,0,38,1110,531
"Hermiston-Pendleton, OR Micro Area",25840,6065,6622,16.963962481487577,202,31.887444462728322,16.631561625802206,34.5170314299819,60770,4208,9,1341,1426,1319,287,602,148,296,1026,226,328,1252,15170,4,2970,1804,39,515,9217,5694
"Hermitage, PA Micro Area",25850,7685,12771,25.075908680904046,824,40.468537598617765,8.694878863720097,25.760674856758097,78713,3209,4,1327,1452,942,0,0,17,15,62,154,1313,923,28645,37,5493,595,3,650,7818,4774
"Hickory-Lenoir-Morganton, NC Metro Area",25860,30705,38585,21.390502676241454,1720,31.580792015086,14.32941579839616,32.69928951027639,262495,15493,26,7368,6173,5046,231,359,604,760,1517,937,3880,5869,67405,57,12911,4743,44,2933,35113,20016
"Hillsdale, MI Micro Area",25880,2663,3838,20.63033611578379,422,40.57828419081474,9.505824102580378,29.28555559082109,31507,1546,3,631,502,492,0,0,20,23,10,120,671,250,11239,3,2019,267,3,221,4129,2435
"Hilo-Kailua, HI Micro Area",25900,17168,28088,30.904403605164156,2458,29.642460822258908,6.911251251793109,32.54188432078383,147788,4945,26,1420,1829,2065,81,95,112,271,1032,169,621,1188,38863,3,11263,1283,19,3864,22195,8730
"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",25940,13624,40056,42.15508459837511,2752,23.142189868071256,6.367860071057666,28.334865462495962,160996,4086,137,1504,1735,1825,116,64,93,114,708,388,782,1291,33172,24,20274,1466,5,4786,21363,10631
"Hinesville, GA Metro Area",25980,5436,6095,18.32027236648603,345,34.69650879348899,9.345474324623785,37.637744515401195,49639,2837,0,1049,927,675,0,10,1,138,124,35,269,840,14386,0,2151,571,0,503,8994,4253
"Hobbs, NM Micro Area",26020,3319,3669,15.277333211395124,146,32.61237367963785,24.41812611459143,27.6921669943756,43738,2777,4,1141,1394,685,103,554,165,305,1708,262,1200,1537,11487,27,2610,1569,26,257,5851,2942
"Holland, MI Micro Area",26090,6868,14721,26.066276709465868,593,36.32367248399534,7.947680074948653,29.662370731590137,83257,3980,0,1339,1594,1179,17,102,2,13,215,52,607,556,26262,43,5486,884,14,902,11724,6104
"Homosassa Springs, FL Metro Area",26140,12515,16064,20.40040387467264,1005,37.96895213454075,9.113211119174581,32.51743287161203,126772,8542,4,2244,2431,2278,16,71,80,30,247,214,962,1394,39592,12,6890,1523,47,1903,16903,11805
"Hood River, OR Micro Area",26220,1165,3834,39.38177679266758,268,19.38537111364045,15.77906907086803,25.453783022823938,16693,533,12,97,151,223,41,144,70,211,636,120,116,409,2703,71,1657,333,0,815,1700,1384
"Hot Springs, AR Metro Area",26300,7323,12092,26.246503208820144,774,30.899292414020074,9.105369974219736,33.74883440294005,72924,3838,44,1377,1408,1016,4,116,49,65,97,271,557,955,18695,12,5292,669,0,982,11441,5847
"Houghton, MI Micro Area",26340,2006,4895,37.12295012320503,1059,28.817231710425695,5.25533180389158,28.804486362477693,23538,616,0,240,273,188,0,0,54,27,37,11,148,119,6167,0,2543,140,0,241,3010,1764
"Houma-Bayou Cane-Thibodaux, LA Metro Area",26380,9280,17294,19.035488660514137,1238,39.27334129086727,16.93353518297476,24.757634865643833,137396,10884,15,3675,4421,2778,9,191,358,333,1279,1593,2307,3325,43076,17,6491,2965,0,1131,14979,9757
"Houston-Pasadena-The Woodlands, TX Metro Area",26420,354830,1043551,35.36221711771222,79355,22.698059191265056,14.937155400541208,27.002568290481516,4718703,187225,6648,59170,68436,103016,13299,22439,13816,24246,93766,20183,43690,80961,883829,2418,437986,151506,1246,107746,637781,281560
"Hudson, NY Micro Area",26460,5806,8836,38.09222327740846,844,28.04051915163026,8.483697372586262,25.383560198375015,47385,2487,0,639,1001,695,35,39,26,116,135,62,186,285,10800,0,6438,781,20,1932,3627,2595
"Huntingdon, PA Micro Area",26500,2890,3807,18.189814960258868,332,50.08953535861267,9.299110929596933,22.421538751531525,31831,2171,0,628,645,412,0,0,7,0,20,39,462,351,13773,0,1428,396,0,223,2573,1674
"Huntington, IN Micro Area",26540,2449,3839,23.1142113974935,127,42.87459604319382,6.963821234334358,27.047371324978325,25374,1716,0,278,398,489,10,0,0,0,42,1,88,230,9163,13,1537,218,0,362,2696,1718
"Huntington-Ashland, WV-KY-OH Metro Area",26580,25780,34460,22.99453123799868,3121,36.23515676605681,11.04620796657296,29.72410402937155,260388,14210,89,6579,5507,3500,97,282,148,289,859,853,3559,4023,80142,59,18243,2892,27,4051,33613,18005
"Huntsville, AL Metro Area",26620,27791,88161,42.368441461081765,6578,20.73599825364136,8.500860253968801,28.394700031308073,348153,13783,19,4972,5920,5220,147,257,50,281,1465,941,2471,4022,58410,0,46991,3706,125,5777,50092,20974
"Huntsville, TX Micro Area",26660,3841,7528,21.432115729608,753,34.66162830642391,15.237222794763158,28.669033169204933,52398,5463,10,874,1325,1045,447,103,203,254,752,474,672,1161,12699,76,2663,583,5,286,7915,3266
"Huron, SD Micro Area",26700,1452,2303,26.387992253066493,162,31.06843124596514,14.937056165267915,27.606520335700452,12392,710,0,264,83,150,31,5,37,0,46,88,370,157,3140,0,686,620,0,119,1228,741
"Hutchinson, KS Micro Area",26740,5180,5990,20.54897891807763,187,30.906003867377258,8.814790359854738,39.73022685469038,42406,2570,0,811,651,644,2,2,15,2,152,126,625,558,10536,0,2043,150,0,494,6999,4669
"Hutchinson, MN Micro Area",26780,4238,3350,19.592391304347824,108,34.91459627329193,6.510093167701863,38.982919254658384,25760,894,6,365,337,282,0,0,28,0,85,29,217,194,8100,0,1230,134,0,359,3967,1837
"Idaho Falls, ID Metro Area",26820,11919,21112,30.924588298639684,1224,24.92355206079262,7.791086322676338,36.36077331789136,98433,4786,22,1222,1351,1433,184,130,67,83,701,187,464,708,19747,58,6830,978,81,1274,16324,7548
"Indiana, PA Micro Area",26860,5236,8416,26.918557685246387,925,40.12264081662627,7.633840052875082,25.32496144525226,54468,2202,8,812,855,650,0,0,0,0,63,101,802,438,19652,0,4643,429,0,678,5816,2742
"Indianapolis-Carmel-Greenwood, IN Metro Area",26900,114546,338705,37.849838421332365,20921,26.731037599370172,8.887253048962457,26.53187093033501,1407364,59514,78,20712,23714,23856,605,712,908,1113,5355,2516,9419,12645,316689,367,138999,22663,413,34060,167806,91048
"Iowa City, IA Metro Area",26980,9662,30716,50.349929828148674,5011,18.651771025996116,4.1814987963901,26.816800349465115,107593,2773,0,616,496,935,22,11,110,33,329,72,838,361,17295,61,13758,545,70,4688,13294,5897
"Iron Mountain, MI-WI Micro Area",27020,2838,3882,24.127932519110797,149,33.67454529478956,4.898515068974607,37.29900711712503,22762,712,0,236,330,265,0,0,0,8,23,14,112,60,6953,0,1263,67,0,198,3738,1914
"Ithaca, NY Metro Area",27060,4824,15474,59.24992684592125,7150,16.323113437591445,4.121013102708327,20.30594661377898,61514,2202,0,367,461,390,12,60,28,13,124,47,135,219,7839,14,11738,583,82,2085,5025,2642
"Jackson, MI Metro Area",27100,11929,17268,22.989027418106094,777,35.69248293598882,7.21182511502078,34.1066645308843,112371,7188,0,1981,1787,1540,9,93,39,86,65,145,522,1037,32920,0,6906,800,0,882,16315,10082
"Jackson, MS Metro Area",27140,40748,78591,31.552182567549895,7450,24.255728240917875,11.950725746693337,32.241363444838896,412954,19772,126,9060,10472,6922,85,432,760,853,1667,1690,4781,6116,80393,25,34879,6206,156,9376,67739,24655
"Jackson, TN Metro Area",27180,8262,17124,22.57599226349995,1239,37.675280079331905,11.008941230464107,28.73978642670404,122019,7533,55,2501,3198,2147,107,128,63,58,488,471,1451,1750,38438,0,7481,1016,0,1703,17499,9307
"Jackson, WY-ID Micro Area",27220,1140,10197,57.06071496122564,570,16.25118214488368,4.304898808397957,22.383204085492718,26435,406,0,103,54,30,27,73,36,0,265,19,116,162,3890,0,3516,253,0,801,3465,1312
"Jacksonville, FL Metro Area",27260,115146,263239,35.12201463529974,14731,26.382016746747546,7.943406218999016,30.552562398953697,1146133,51609,173,13402,17555,20630,408,1078,585,1561,2702,2520,5613,9709,250764,147,101523,14746,213,23052,151055,83972
"Jacksonville, IL Micro Area",27300,1956,4327,23.125448570241378,173,40.22589052997393,9.91198579684962,26.736675102935063,26473,1487,20,585,606,554,0,0,9,6,55,19,210,263,9162,25,1211,270,2,411,3248,1874
"Jacksonville, NC Metro Area",27340,12800,20233,26.057347036244316,921,29.848053349371163,6.773035218368033,37.32156439601649,113066,4525,54,1552,1570,1228,59,9,53,119,253,258,398,1187,29223,34,7349,872,12,959,20376,9022
"Jacksonville, TX Micro Area",27380,2439,4065,18.45805388869279,238,33.27156136016002,19.305212377926814,28.965172373220376,33996,2430,115,867,1165,843,14,143,83,157,594,253,456,969,8881,24,1752,849,31,220,4589,2819
"Jamestown, ND Micro Area",27420,1673,2617,24.4258872651357,120,37.38972321368442,7.232810290255236,30.951579230924644,14849,889,0,133,250,144,0,0,1,19,70,14,271,95,4663,0,785,69,8,105,1946,977
"Jamestown-Dunkirk, NY Micro Area",27460,13091,12215,25.097427903351523,1021,32.98993527398421,10.026319653890903,31.88631716877337,88527,5245,5,1579,1505,1564,73,14,85,73,203,174,1678,746,23960,0,7977,1143,34,1005,9037,6100
"Janesville-Beloit, WI Metro Area",27500,13165,20000,25.73415559940188,987,33.26107537537272,7.385353164456163,33.61941586076924,113021,4669,2,836,1901,2314,12,107,64,59,394,96,676,749,32923,7,7144,1095,35,954,16340,8492
"Jasper, IN Micro Area",27540,3263,5247,24.31095406360424,214,37.42217735150597,10.765606595995289,27.5012619888945,29715,1206,18,605,358,516,0,119,165,0,65,48,429,363,9914,62,1537,444,7,226,3236,1673
"Jefferson, GA Micro Area",27600,4572,10096,27.308711981736504,356,31.592900802710066,12.429118491788792,28.669268723764635,54316,3498,8,1078,852,1402,0,108,38,27,284,159,442,908,13662,0,3560,1429,16,821,7017,3983
"Jefferson City, MO Metro Area",27620,9037,20742,30.724827939032984,980,33.247101750050675,8.116065137021343,27.912005173895,103597,6349,15,1522,1862,1538,5,50,42,53,97,114,1554,918,28094,0,8573,621,17,1535,12860,7019
"Jesup, GA Micro Area",27700,1711,1733,14.010815024114581,59,44.258781117552495,13.703902177619721,28.026501680713206,20527,2050,0,627,540,328,9,0,44,42,40,115,299,466,7035,15,717,288,0,367,2375,1667
"Johnson City, TN Metro Area",27740,12268,25034,28.671678520241215,2437,32.51372400551664,9.846804943346225,28.967792530895913,147916,8793,103,3467,2637,1700,27,86,174,221,450,346,2199,1860,39300,0,11482,1253,42,3457,20606,9974
"Johnstown, PA Metro Area",27780,10330,14657,22.991992107555546,660,44.17459934299598,7.118942916216245,25.71446563323223,95281,3783,9,1291,1641,1168,10,0,17,48,105,201,521,625,38307,0,5314,1090,57,1276,8777,5394
"Jonesboro, AR Metro Area",27860,6736,13276,24.957839549370746,906,34.77462801289479,11.148714536464489,29.118817901269978,87167,6108,0,1270,1938,1186,16,141,98,172,603,664,1271,1248,24204,2,5931,1091,18,1642,11406,7240
"Joplin, MO-KS Metro Area",27900,10386,21893,24.008900426478768,1100,34.43426664194326,10.853328388651956,30.703504542926012,134825,7914,22,2819,2932,2490,0,237,234,147,504,115,1642,1829,38512,2,7577,1625,35,1800,19544,11466
"Juneau, AK Micro Area",27940,2134,5864,40.45768189361516,398,21.325006550790462,5.349812210673422,32.86749934492095,22898,1072,0,246,311,306,2,0,0,0,77,23,40,50,3811,3,2286,167,0,716,4149,1243
"Kahului-Wailuku, HI Metro Area",27980,11943,23737,30.074562251494186,1310,30.10986793991308,7.215810223518631,32.5997595850741,118961,3520,39,889,1181,2100,49,197,120,279,1358,329,608,576,32299,0,8021,859,0,2709,18547,8291
"Kalamazoo-Portage, MI Metro Area",28020,15303,40744,40.84325522291881,3677,22.502062669003355,5.670683601630864,30.98399850644697,166047,5077,19,1089,2729,1955,93,50,35,97,406,337,465,661,32287,7,19318,1454,19,4080,24420,11725
"Kalispell, MT Micro Area",28060,7952,18815,36.03414533656075,1306,27.37163310501107,4.377607251377659,32.21661430705052,77668,3701,0,850,764,875,3,14,25,28,21,76,301,245,17558,0,6193,198,0,1673,11498,5572
"Kankakee, IL Metro Area",28100,7210,8936,20.382697824694315,505,35.802022115143586,9.03963457092722,34.77564548923488,71806,3297,12,852,1044,1453,37,57,77,47,421,158,608,529,22411,24,4411,1160,12,784,11536,6225
"Kansas City, MO-KS Metro Area",28140,118664,365123,39.1779749286295,20045,24.912427919642806,6.90595129368833,29.003645858039363,1496767,49929,388,14698,17399,19441,804,1002,1167,1779,5123,2322,8624,11811,322952,378,164068,18083,347,37167,208945,106508
"Kapaa, HI Micro Area",28180,6194,11014,30.235888160373804,591,29.614138216896524,7.282010701635391,32.86796292109428,53076,1340,0,633,630,565,46,179,31,194,476,115,440,168,14378,30,3362,358,0,1081,7459,3792
"Kearney, NE Micro Area",28260,3855,8393,34.415927481022166,768,24.39729722214498,6.462197258293245,34.72457803853961,35963,1400,0,361,372,551,37,2,29,45,194,18,211,235,7374,39,2614,217,13,602,5717,2916
