NAME_x,bike_percent,walk_percent,transit_percent,car_percent,taxi_motorcycle_other_percent,wfh_percent,metropolitan statistical area/micropolitan statistical area_x,CBSAFP,NAME_y,metropolitan statistical area/micropolitan statistical area_y,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,labor_force_total,masters_degree,median_age,median_income,median_mortgage_burden,median_rent,median_rent_burden,mortgage_10_15,mortgage_10_15_pct,mortgage_15_20,mortgage_15_20_pct,mortgage_20_25,mortgage_20_25_pct,mortgage_25_30,mortgage_25_30_pct,mortgage_30_35,mortgage_30_35_pct,mortgage_35_40,mortgage_35_40_pct,mortgage_40_50,mortgage_40_50_pct,mortgage_less_10,mortgage_less_10_pct,mortgage_over_50,mortgage_over_50_pct,mortgage_total,no_schooling,nursery_school,population,professional_degree,rent_burden_less_10,rent_burden_less_10_pct,rent_burden_less_15,rent_burden_less_15_pct,rent_burden_less_20,rent_burden_less_20_pct,rent_burden_less_25,rent_burden_less_25_pct,rent_burden_less_30,rent_burden_less_30_pct,rent_burden_less_35,rent_burden_less_35_pct,rent_burden_less_40,rent_burden_less_40_pct,rent_burden_less_50,rent_burden_less_50_pct,rent_burden_over_50,rent_burden_over_50_pct,some_college_1_or_more_years,some_college_less_1_year,total_rent_burden,total_unemployed,unemployment_rate
"Hutchinson, MN Micro Area",0.8,2.9,0.5,87.1,1.2,7.7,26780,26780,"Hutchinson, MN Micro Area",26780,4238,3350,19.592391304347824,108,34.91459627329193,6.510093167701863,38.982919254658384,25760,894,6,365,337,282,0,0,28,0,85,29,217,194,8100,0,29577,1230,41.5,78468,20.4,906,24.6,1343,19.323741007194243,1491,21.453237410071942,1176,16.92086330935252,831,11.9568345323741,381,5.482014388489208,298,4.287769784172662,409,5.884892086330935,519,7.467625899280575,454,6.532374100719425,6950,134,0,36771,359,117,3.517739025856885,482,14.491882140709562,463,13.92062537582682,542,16.29585087191822,313,9.410703547805172,297,8.929645219482863,148,4.449789536981359,165,4.960914010823812,602,18.09981960312688,3967,1837,3326,662,2.2382256483078065
"Idaho Falls, ID Metro Area",0.5,1.5,2.3,85.7,1.2,8.9,26820,26820,"Idaho Falls, ID Metro Area",26820,11919,21112,30.924588298639684,1224,24.92355206079262,7.791086322676338,36.36077331789136,98433,4786,22,1222,1351,1433,184,130,67,83,701,187,464,708,19747,58,117997,6830,33.2,77300,19.8,1052,26.4,5232,20.036764705882355,5225,20.00995710784314,4085,15.644148284313724,2054,7.866115196078431,1766,6.763174019607843,1253,4.798560049019608,1283,4.9134497549019605,2793,10.69623161764706,2361,9.041819852941178,26112,978,81,161944,1274,490,3.4287313693933243,1479,10.349170806801483,2168,15.170386956825974,1986,13.896858162479884,1731,12.112518368203764,899,6.29067245119306,1215,8.501854313903856,1051,7.354278916800784,2202,15.408298929396125,16324,7548,14291,2747,2.3280252887785284
"Indiana, PA Micro Area",0.3,6.4,0.4,84.3,1.2,7.4,26860,26860,"Indiana, PA Micro Area",26860,5236,8416,26.918557685246387,925,40.12264081662627,7.633840052875082,25.32496144525226,54468,2202,8,812,855,650,0,0,0,0,63,101,802,438,19652,0,70190,4643,39.5,58739,18.1,786,28.5,2530,23.337330504566,2125,19.60151277557421,1303,12.019186421916798,899,8.292592934231159,606,5.589890231528457,394,3.634351074624112,384,3.5421086615625867,1539,14.196107370168804,1026,9.464071580112536,10841,429,0,83213,678,577,6.186340731210464,1056,11.321968478610486,919,9.853114613487724,862,9.24198563310818,999,10.710839498230944,719,7.708802401629677,501,5.371502090704407,717,7.687359279511097,1887,20.23158571888067,5816,2742,9327,2603,3.708505485111839
"Indianapolis-Carmel-Greenwood, IN Metro Area",0.3,1.3,0.7,82.9,0.9,14.0,26900,26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",26900,114546,338705,37.849838421332365,20921,26.73103759937017,8.887253048962457,26.53187093033501,1407364,59514,78,20712,23714,23856,605,712,908,1113,5355,2516,9419,12645,316689,367,1647954,138999,36.7,77065,17.9,1142,29.1,95511,24.860226136931534,84219,21.92107071464268,51032,13.282941862402131,30398,7.912189738464101,20111,5.234622272197234,12298,3.201003664834249,14287,3.718713559886723,46699,12.15512035648842,27976,7.281775778777277,384192,22663,413,2106327,34060,10324,3.729526259130548,23820,8.604931760217905,36068,13.029499526764878,36426,13.158826376897457,30506,11.020237123308457,24963,9.01783843536186,17954,6.485849908604209,21817,7.881351646207977,60939,22.014103129131776,167806,91048,276818,45535,2.7631232425176915
"Iowa City, IA Metro Area",1.7,7.3,3.7,74.2,1.1,12.1,26980,26980,"Iowa City, IA Metro Area",26980,9662,30716,50.349929828148674,5011,18.65177102599612,4.1814987963901,26.816800349465115,107593,2773,0,616,496,935,22,11,110,33,329,72,838,361,17295,61,145663,13758,31.9,74142,19.6,1077,32.4,5758,20.90473424339239,6509,23.631280859715364,4245,15.41170490851002,3076,11.16758640720302,1767,6.415190241068835,851,3.089602091199535,1261,4.578129538193436,2017,7.322828928260239,1946,7.06505954109788,27544,545,70,177420,4688,1004,3.569650856858423,2394,8.511697361871578,3001,10.669842850032,3273,11.636919576192843,2566,9.123231174002704,2498,8.88146199246249,1606,5.710019199317357,2571,9.141008319704188,7965,28.318993102467463,13294,5897,28126,3561,2.444683962296533
"Iron Mountain, MI-WI Micro Area",0.1,2.4,0.4,88.0,1.0,8.2,27020,27020,"Iron Mountain, MI-WI Micro Area",27020,2838,3882,24.1279325191108,149,33.67454529478956,4.898515068974607,37.29900711712503,22762,712,0,236,330,265,0,0,0,8,23,14,112,60,6953,0,25450,1263,48.6,61960,18.1,752,27.3,1302,22.5181598062954,1192,20.61570390868212,685,11.847111726046352,595,10.290556900726394,318,5.499827049463853,138,2.3867173988239365,182,3.14769975786925,834,14.424074714631615,493,8.52646143203044,5782,67,0,30557,198,235,9.923986486486488,240,10.135135135135137,235,9.923986486486488,216,9.12162162162162,294,12.41554054054054,221,9.33277027027027,58,2.449324324324324,185,7.8125,443,18.70777027027027,3738,1914,2368,615,2.4165029469548136
"Ithaca, NY Metro Area",1.5,10.4,5.4,62.4,1.4,19.0,27060,27060,"Ithaca, NY Metro Area",27060,4824,15474,59.24992684592125,7150,16.323113437591445,4.121013102708327,20.30594661377898,61514,2202,0,367,461,390,12,60,28,13,124,47,135,219,7839,14,89666,11738,32.8,73012,19.5,1374,36.1,2481,20.014520813165536,2886,23.281703775411422,2115,17.061955469506294,1152,9.293320425943854,722,5.824459503065505,457,3.686673120361407,516,4.162633107454018,1108,8.93836721523072,908,7.324943530171023,12396,583,82,102879,2085,522,2.612874161577736,1266,6.336970667734508,1848,9.250175192711984,1673,8.374211632796076,2054,10.281309440384424,1510,7.558314145560116,1290,6.457102813094403,1599,8.003804184603064,6545,32.761037140854945,5025,2642,19978,2778,3.0981642986193205
"Jackson, MI Metro Area",0.2,2.0,0.3,87.8,0.7,9.0,27100,27100,"Jackson, MI Metro Area",27100,11929,17268,22.98902741810609,777,35.69248293598882,7.21182511502078,34.1066645308843,112371,7188,0,1981,1787,1540,9,93,39,86,65,145,522,1037,32920,0,130009,6906,41.2,65004,19.6,958,29.0,5811,21.461811198109025,5241,19.35662579406116,4269,15.76673068400059,2965,10.9506574087753,1397,5.15955089378047,1118,4.129118038114936,920,3.3978431082877827,2930,10.821391638351308,2370,8.75313931156744,27076,800,0,160187,882,942,6.086057630184778,1230,7.9467631476935,2056,13.283369944437265,1496,9.665331438170304,1824,11.78446827755524,883,5.704871430417366,891,5.756557694792609,1299,8.392557177929966,3755,24.260240341129343,16315,10082,15478,4282,3.2936181341291757
"Jackson, MS Metro Area",0.1,1.2,0.4,90.8,0.8,6.8,27140,27140,"Jackson, MS Metro Area",27140,40748,78591,31.55218256754989,7450,24.255728240917875,11.950725746693337,32.241363444838896,412954,19772,126,9060,10472,6922,85,432,760,853,1667,1690,4781,6116,80393,25,489203,34879,38.1,60489,19.7,1034,31.9,18769,20.961347315754796,17129,19.129784121240547,13013,14.533007225740164,7682,8.579310036742944,5909,6.599211534380898,3607,4.028322221105415,4642,5.184217285936052,9733,10.869880836711673,8529,9.525245418299995,89541,6206,156,615908,9376,2056,2.6719342932889747,5710,7.420595726984456,7303,9.49082497270884,7805,10.14321359879399,8128,10.562977595259136,7450,9.681863076363255,4761,6.187295316317513,6138,7.976815511774185,18399,23.91095285127619,67739,24655,76948,17171,3.509994828322802
"Jackson, TN Metro Area",0.0,1.2,0.3,88.5,2.6,7.3,27180,27180,"Jackson, TN Metro Area",27180,8262,17124,22.57599226349995,1239,37.67528007933191,11.008941230464108,28.73978642670404,122019,7533,55,2501,3198,2147,107,128,63,58,488,471,1451,1750,38438,0,143995,7481,38.9,58740,18.9,956,30.9,5114,20.072219169479556,5907,23.18470837585368,3541,13.898265169950546,1929,7.571237930763797,1454,5.706884370829735,710,2.7867179527435435,1290,5.063191773294607,2938,11.531517387550045,2498,9.80453724782165,25478,1016,0,180844,1703,709,2.871026523587771,2720,11.014375379631504,2383,9.649726665316866,2823,11.431463859080786,1927,7.803199028143348,2072,8.390362421542823,1311,5.3087669568738605,1911,7.738408584733751,6007,24.324762097590604,17499,9307,24695,5367,3.727212750442724
"Jackson, WY-ID Micro Area",2.5,7.3,1.9,73.3,0.6,14.3,27220,27220,"Jackson, WY-ID Micro Area",27220,1140,10197,57.06071496122564,570,16.25118214488368,4.304898808397957,22.38320408549272,26435,406,0,103,54,30,27,73,36,0,265,19,116,162,3890,0,29352,3516,40.0,106679,23.6,1577,23.6,790,14.200970699262989,870,15.639043681466836,666,11.971957576847023,586,10.533884594643178,678,12.1876685241776,264,4.745640841272695,328,5.896099227035772,611,10.98328240158188,705,12.6730181556714,5563,253,0,35459,801,594,13.10101455668284,536,11.821790913101012,674,14.865460961623292,403,8.888398764887516,435,9.594177326863695,333,7.344508160564622,235,5.183061314512571,268,5.910895456550507,709,15.637406263784737,3465,1312,4534,479,1.6319160534205506
"Jacksonville, FL Metro Area",0.4,1.1,0.8,80.4,1.8,15.6,27260,27260,"Jacksonville, FL Metro Area",27260,115146,263239,35.12201463529974,14731,26.382016746747546,7.943406218999016,30.552562398953697,1146133,51609,173,13402,17555,20630,408,1078,585,1561,2702,2520,5613,9709,250764,147,1319993,101523,39.1,77013,21.0,1416,31.9,47646,17.270865428183054,56488,20.47594019030358,43174,15.649841413683736,28448,10.31191662890802,17749,6.4337109198006335,11804,4.278749433620299,14613,5.2969642048029,24441,8.85944721341187,29683,10.7595831445401,275875,14746,213,1645707,23052,6965,3.212045748016971,14127,6.514941892639735,24603,11.346153846153848,25186,11.61501567976388,22559,10.403523335178011,21749,10.029976019184652,14331,6.60902047592695,20430,9.42169341449917,53770,24.7970854085962,151055,83972,216840,34959,2.648423135577234
"Jacksonville, IL Micro Area",0.1,1.4,1.0,88.2,0.3,8.9,27300,27300,"Jacksonville, IL Micro Area",27300,1956,4327,23.125448570241375,173,40.22589052997393,9.91198579684962,26.736675102935063,26473,1487,20,585,606,554,0,0,9,6,55,19,210,263,9162,25,30965,1211,42.0,66168,17.6,704,23.4,1440,23.727137913989125,1130,18.619212390838687,808,13.313560718405007,392,6.459054209919262,301,4.959630911188005,263,4.333498105124402,161,2.65282583621684,996,16.411270390509145,569,9.375514911847093,6069,270,2,37468,411,256,6.174626145682586,505,12.180414857694164,671,16.184273999035213,702,16.931982633863964,406,9.792571152918477,365,8.803666184273998,325,7.838880849011096,153,3.690303907380608,446,10.75735648818138,3248,1874,4146,912,2.945260778298078
"Jacksonville, NC Metro Area",0.1,7.5,0.1,79.1,2.3,10.9,27340,27340,"Jacksonville, NC Metro Area",27340,12800,20233,26.05734703624432,921,29.848053349371163,6.773035218368033,37.32156439601649,113066,4525,54,1552,1570,1228,59,9,53,119,253,258,398,1187,29223,34,162454,7349,27.1,64568,21.2,1198,29.8,5908,18.633697092033053,6336,19.98359931874093,4647,14.65653188670914,3589,11.319624045921907,2325,7.332996909102378,1829,5.768624235160537,1567,4.942282217876742,2415,7.616854853970858,2893,9.124455938939002,31706,872,12,208537,959,606,2.140737600678253,2230,7.877631764872121,2745,9.69690546841882,4286,15.140596297866328,3456,12.208562950402712,2622,9.262399321746503,1408,4.973858979793698,2704,9.552070086194716,6280,22.1845414723753,20376,9022,28308,4258,2.621049650978123
"Jacksonville, TX Micro Area",0.0,1.4,0.1,87.1,0.8,10.6,27380,27380,"Jacksonville, TX Micro Area",27380,2439,4065,18.45805388869279,238,33.27156136016002,19.30521237792681,28.965172373220376,33996,2430,115,867,1165,843,14,143,83,157,594,253,456,969,8881,24,39536,1752,38.2,59830,23.0,880,26.5,736,15.088150881508817,945,19.37269372693727,745,15.272652726527266,641,13.140631406314062,422,8.651086510865108,391,8.015580155801558,139,2.849528495284953,307,6.293562935629356,552,11.31611316113161,4878,849,31,51143,220,280,5.679513184584178,572,11.602434077079108,312,6.328600405679513,514,10.425963488843813,348,7.0588235294117645,239,4.847870182555781,177,3.5902636916835697,326,6.612576064908722,795,16.12576064908722,4589,2819,4930,1328,3.358963982193444
"Jamestown, ND Micro Area",0.0,3.4,0.1,89.8,0.8,5.8,27420,27420,"Jamestown, ND Micro Area",27420,1673,2617,24.4258872651357,120,37.38972321368442,7.232810290255236,30.951579230924644,14849,889,0,133,250,144,0,0,1,19,70,14,271,95,4663,0,17649,785,40.6,60172,18.1,742,26.5,755,25.77671560259474,641,21.88460225332878,267,9.115739160122908,279,9.525435302150903,214,7.306247866165927,28,0.9559576647319904,62,2.116763400477979,306,10.447251621713896,377,12.871287128712872,2929,69,8,21525,105,172,5.088757396449704,357,10.562130177514794,577,17.071005917159763,423,12.514792899408285,184,5.44378698224852,353,10.44378698224852,99,2.9289940828402368,224,6.627218934911243,780,23.07692307692308,1946,977,3380,402,2.2777494475607685
"Jamestown-Dunkirk, NY Micro Area",0.4,3.9,0.5,86.6,1.6,7.0,27460,27460,"Jamestown-Dunkirk, NY Micro Area",27460,13091,12215,25.097427903351523,1021,32.98993527398421,10.026319653890903,31.88631716877337,88527,5245,5,1579,1505,1564,73,14,85,73,203,174,1678,746,23960,0,103384,7977,42.7,56507,17.9,797,30.6,4449,24.17146582636097,3431,18.64066065413452,2482,13.484733239161145,1345,7.307399760947517,893,4.851678800391176,698,3.7922416603281537,642,3.4879930457459527,2707,14.707160708464633,1683,9.14375747039009,18406,1143,34,126329,1005,696,4.197322397780726,1717,10.354601374984924,1984,11.964781087926667,1519,9.160535520443856,1511,9.112290435411891,1520,9.16656615607285,937,5.650705584368593,1226,7.393559281148233,4132,24.91858641900857,9037,6100,16582,3155,3.051729474580206
"Janesville-Beloit, WI Metro Area",0.2,1.8,0.5,88.5,1.0,8.2,27500,27500,"Janesville-Beloit, WI Metro Area",27500,13165,20000,25.73415559940188,987,33.26107537537272,7.385353164456163,33.61941586076924,113021,4669,2,836,1901,2314,12,107,64,59,394,96,676,749,32923,7,131411,7144,40.1,74390,19.6,1019,26.7,6184,20.9904619666678,6521,22.13434710294966,4873,16.54051118427752,3110,10.55632870574658,1625,5.515766606700383,1153,3.913648552323411,1201,4.07657581209056,2498,8.47900614371542,2108,7.155222158107328,29461,1095,35,163944,954,935,4.77869774097925,2003,10.237146069712768,2711,13.855667995502404,2895,14.79607482367372,1944,9.935602575896963,1740,8.892977614228764,1044,5.335786568537258,1401,7.160380251456608,3733,19.07901461719309,16340,8492,19566,3382,2.5736049493573594
"Jasper, IN Micro Area",0.1,1.4,0.0,92.7,0.9,4.8,27540,27540,"Jasper, IN Micro Area",27540,3263,5247,24.31095406360424,214,37.42217735150597,10.765606595995289,27.5012619888945,29715,1206,18,605,358,516,0,119,165,0,65,48,429,363,9914,62,34190,1537,40.1,71918,17.4,801,22.8,2033,25.99411839918169,1352,17.286791970336274,1261,16.123257895409797,640,8.183096790691726,246,3.145377828922133,200,2.557217747091165,225,2.87686996547756,1222,15.624600434727018,621,7.940161104718067,7821,444,7,43563,226,509,12.055897678825202,630,14.921837991473236,469,11.108479393652296,631,14.945523448602556,472,11.179535765040264,162,3.837044054950261,290,6.868782567503552,81,1.9185220274751305,668,15.821885362387494,3236,1673,4222,480,1.4039192746417082
"Jefferson, GA Micro Area",0.1,0.4,0.5,86.3,1.5,11.1,27600,27600,"Jefferson, GA Micro Area",27600,4572,10096,27.308711981736504,356,31.592900802710066,12.429118491788792,28.669268723764635,54316,3498,8,1078,852,1402,0,108,38,27,284,159,442,908,13662,0,62598,3560,38.1,85012,19.8,1048,25.8,3067,20.909462776111265,2958,20.166348513771474,2313,15.769020998091085,1268,8.644668666484865,777,5.297245704935915,537,3.66103081538042,759,5.1745295882192535,1392,9.490046359421871,1498,10.212707935642214,14668,1429,16,80640,821,253,4.640498899486427,580,10.638297872340424,953,17.47982391782832,530,9.721203228173149,526,9.647835656639764,417,7.648569332355098,152,2.7879677182685256,441,8.088774761555392,944,17.31474688187821,7017,3983,5452,1368,2.185373334611329
"Jefferson City, MO Metro Area",0.1,1.7,0.5,88.5,1.4,7.8,27620,27620,"Jefferson City, MO Metro Area",27620,9037,20742,30.724827939032984,980,33.247101750050675,8.116065137021343,27.912005173895,103597,6349,15,1522,1862,1538,5,50,42,53,97,114,1554,918,28094,0,120904,8573,39.5,72425,17.9,804,22.7,6081,25.593434343434343,5723,24.086700336700336,3367,14.17087542087542,1842,7.752525252525253,1293,5.441919191919191,637,2.6809764309764312,998,4.2003367003367,2488,10.471380471380472,1260,5.303030303030303,23760,621,17,150147,1535,1093,6.779555886366456,2242,13.906463217963031,3079,19.098126783277507,1838,11.400570648802878,1594,9.88711078030021,907,5.625852871852128,877,5.439771740478848,748,4.639622875573751,2467,15.302071703262625,12860,7019,16122,2626,2.1719711506649904
"Jesup, GA Micro Area",0.1,0.9,1.0,91.4,2.0,4.6,27700,27700,"Jesup, GA Micro Area",27700,1711,1733,14.01081502411458,59,44.258781117552495,13.70390217761972,28.026501680713206,20527,2050,0,627,540,328,9,0,44,42,40,115,299,466,7035,15,23998,717,38.9,49562,19.8,839,24.2,537,14.908384230982788,918,25.485841199333706,596,16.54636313159356,142,3.942254303164909,270,7.495835646862854,163,4.525263742365353,225,6.246529705719045,377,10.466407551360357,365,10.133259300388673,3602,288,0,30519,367,199,5.285524568393094,371,9.853917662682605,654,17.37051792828685,424,11.261620185922974,193,5.126162018592297,202,5.365205843293492,214,5.683930942895087,141,3.745019920318725,766,20.345285524568396,2375,1667,3765,824,3.433619468289024
"Johnson City, TN Metro Area",0.0,1.4,0.3,87.8,1.3,9.3,27740,27740,"Johnson City, TN Metro Area",27740,12268,25034,28.671678520241212,2437,32.51372400551664,9.846804943346225,28.967792530895917,147916,8793,103,3467,2637,1700,27,86,174,221,450,346,2199,1860,39300,0,175310,11482,42.1,56096,18.7,888,28.6,7036,23.07339148684987,6373,20.899193283924703,3609,11.835115104610743,3008,9.864235587328654,1704,5.587984521545223,1043,3.4203449858988657,1241,4.069653046500951,3451,11.316980389584836,2938,9.63468223257034,30494,1253,42,208934,3457,1531,5.392743923916872,2686,9.461077844311378,3254,11.461782317717509,2721,9.584360690383935,3056,10.764353645649877,2069,7.287777386403663,1451,5.110954561465305,2316,8.157802042972879,5705,20.095103909827404,20606,9974,28390,5460,3.1144829159774114
"Johnstown, PA Metro Area",0.1,2.7,0.9,86.2,0.9,9.2,27780,27780,"Johnstown, PA Metro Area",27780,10330,14657,22.991992107555543,660,44.17459934299598,7.118942916216245,25.71446563323223,95281,3783,9,1291,1641,1168,10,0,17,48,105,201,521,625,38307,0,110158,5314,45.7,56292,16.8,733,27.9,5045,26.451004037120533,3732,19.56692706967965,2172,11.387825722225136,1524,7.990352854820951,1029,5.3950610811094215,502,2.631992869501389,698,3.6596235516174698,3130,16.41063283175169,1206,6.323074503224453,19073,1090,57,132355,1276,802,5.953087885985748,1266,9.397268408551067,1418,10.525534441805226,1408,10.451306413301662,1743,12.937945368171022,955,7.088776722090261,550,4.082541567695961,883,6.554334916864608,2756,20.457244655581945,8777,5394,13472,2828,2.567221627117413
"Jonesboro, AR Metro Area",0.0,1.6,0.1,92.3,0.6,5.4,27860,27860,"Jonesboro, AR Metro Area",27860,6736,13276,24.957839549370743,906,34.77462801289479,11.148714536464489,29.118817901269978,87167,6108,0,1270,1938,1186,16,141,98,172,603,664,1271,1248,24204,2,104633,5931,35.2,55478,17.2,907,30.6,4627,26.64248286981056,3700,21.304773420855646,2257,12.995911786721944,1336,7.692750618990038,602,3.466344216041919,541,3.1151033569413253,717,4.128519606149594,2386,13.73869983301664,1128,6.495076869925722,17367,1091,18,134837,1642,631,3.009060562708631,2126,10.138292799237004,2215,10.56270863137816,2475,11.802575107296136,1596,7.610872675250357,1896,9.041487839771102,1256,5.989508822126848,1793,8.550309966618979,4580,21.84072484501669,11406,7240,20970,3789,3.62122848432139
"Joplin, MO-KS Metro Area",0.1,1.3,0.1,89.9,1.1,7.5,27900,27900,"Joplin, MO-KS Metro Area",27900,10386,21893,24.008900426478768,1100,34.43426664194326,10.853328388651956,30.70350454292601,134825,7914,22,2819,2932,2490,0,237,234,147,504,115,1642,1829,38512,2,158407,7577,38.2,60146,18.1,872,28.7,7028,23.21694030590334,6476,21.393412837369095,4429,14.631165141554622,2405,7.944897756929074,1580,5.219517029500182,885,2.9235902348782665,1320,4.360609163886227,4052,13.38574873641439,1918,6.336097254798322,30271,1625,35,202258,1800,1307,5.220899576575857,2246,8.971798354238237,3417,13.649436765998244,2422,9.67484221458816,2557,10.214108812015658,2298,9.17951585843253,1451,5.796117280498522,1914,7.645601981305425,4926,19.67723895502117,19544,11466,25034,4164,2.6286717127399672
"Juneau, AK Micro Area",0.5,6.3,2.4,76.9,1.5,12.4,27940,27940,"Juneau, AK Micro Area",27940,2134,5864,40.45768189361516,398,21.325006550790462,5.349812210673422,32.86749934492095,22898,1072,0,246,311,306,2,0,0,0,77,23,40,50,3811,3,26279,2286,39.8,100513,23.1,1462,24.8,699,13.528159473582347,893,17.282755951228953,969,18.753628798142056,627,12.134700987033096,223,4.315850590284498,290,5.612541126378943,403,7.799496806657635,391,7.567253725566092,672,13.00561254112638,5167,167,0,31969,716,104,2.2241231822070144,743,15.889649272882805,594,12.70316509837468,812,17.365269461077844,474,10.136869118905048,345,7.378100940975192,270,5.774165953806673,264,5.645851154833191,832,17.792985457656115,4149,1243,4676,692,2.6332813272955597
"Kahului-Wailuku, HI Metro Area",0.6,2.3,1.3,84.3,2.1,9.4,27980,27980,"Kahului-Wailuku, HI Metro Area",27980,11943,23737,30.074562251494186,1310,30.10986793991308,7.215810223518631,32.5997595850741,118961,3520,39,889,1181,2100,49,197,120,279,1358,329,608,576,32299,0,133557,8021,42.9,95049,27.1,1863,32.6,2646,11.491357595761311,3638,15.799530964996093,2509,10.896378007469815,2422,10.518544254321204,2082,9.041952575349605,1456,6.3232867193607225,1908,8.286285069052376,1673,7.265699643880829,4614,20.038217666985148,23026,859,0,164675,2709,836,4.299305734121883,1439,7.4003599897145795,1816,9.33916173823605,1584,8.146052969915145,2036,10.470557984057598,1681,8.644895860118282,1199,6.166109539727437,1739,8.943173052198508,4852,24.952429930573413,18547,8291,19445,4760,3.5640213541783656
"Kalamazoo-Portage, MI Metro Area",0.2,2.5,1.1,84.4,0.6,11.3,28020,28020,"Kalamazoo-Portage, MI Metro Area",28020,15303,40744,40.84325522291881,3677,22.502062669003355,5.670683601630864,30.98399850644697,166047,5077,19,1089,2729,1955,93,50,35,97,406,337,465,661,32287,7,211114,19318,34.9,70525,18.3,1049,29.9,10438,24.91288366986491,9074,21.65735834646045,6165,14.71430617213232,3621,8.64241729915509,2178,5.198338822855506,1465,3.496586949257721,1154,2.754308081531338,4375,10.442025872356677,3287,7.845243209699746,41898,1454,19,261437,4080,1723,4.498342166409942,2873,7.500717959428766,4744,12.385452836592432,4682,12.223585619925332,4064,10.610134976372608,2890,7.545100905934261,2713,7.0829961099652765,3360,8.772158838733258,9026,23.564733832859044,24420,11725,38303,7887,3.735896245630322
"Kalispell, MT Micro Area",0.6,2.9,0.1,80.2,1.5,14.7,28060,28060,"Kalispell, MT Micro Area",28060,7952,18815,36.03414533656075,1306,27.37163310501107,4.377607251377659,32.21661430705052,77668,3701,0,850,764,875,3,14,25,28,21,76,301,245,17558,0,87796,6193,42.1,71327,22.5,1094,30.7,3026,15.808170515097691,3677,19.20906906279386,2696,14.084212725942953,2151,11.23707031658134,1381,7.21450214188695,1103,5.762198307386898,1074,5.610698986521784,1504,7.857068226935534,2481,12.961028105736078,19142,198,0,108445,1673,370,3.271730480148554,867,7.666460341321072,1336,11.813599787779644,1321,11.68096206561146,1107,9.788663896012023,1519,13.431779998231496,892,7.88752321160138,467,4.129454416836148,2574,22.760633124060483,11498,5572,11309,1668,1.8998587634971984
"Kankakee, IL Metro Area",0.2,2.9,1.1,86.9,1.6,7.2,28100,28100,"Kankakee, IL Metro Area",28100,7210,8936,20.382697824694315,505,35.802022115143586,9.03963457092722,34.77564548923488,71806,3297,12,852,1044,1453,37,57,77,47,421,158,608,529,22411,24,85590,4411,39.0,68325,19.6,1075,29.5,3102,18.718320057929034,3929,23.708665218440743,2212,13.347815592565771,1659,10.01086169442433,1093,6.595462225440501,610,3.6809075549119,742,4.477431812696113,1498,9.039343470914796,1643,9.914313299541396,16572,1160,12,106833,784,643,5.03484456972829,1230,9.631195677707307,1250,9.787800485474904,1802,14.110093179860622,1025,8.025996398089422,1125,8.809020436927414,614,4.807767598465273,1155,9.043927648578812,2843,22.26137342416412,11536,6225,12771,2667,3.116018226428321
"Kansas City, MO-KS Metro Area",0.1,1.1,0.6,81.9,1.1,15.2,28140,28140,"Kansas City, MO-KS Metro Area",28140,118664,365123,39.1779749286295,20045,24.91242791964281,6.90595129368833,29.003645858039363,1496767,49929,388,14698,17399,19441,804,1002,1167,1779,5123,2322,8624,11811,322952,378,1737360,164068,37.8,81927,19.5,1201,27.9,79443,21.061631578528765,84815,22.48583616344948,61842,16.395320167659527,36299,9.623455366350914,22395,5.93727879361494,14332,3.7996463349001695,15385,4.078813763776104,33033,8.757585639182064,28727,7.615994994604884,377193,18083,347,2202006,37167,10786,3.5528296479780237,28741,9.467075552803296,41864,13.789695937599848,41901,13.80188346745106,35062,11.549166801168685,26623,8.769421816996005,18166,5.983747764247058,23985,7.900483877874363,60296,19.861062159696168,208945,106508,303589,47777,2.74997697656214
"Kapaa, HI Micro Area",0.2,2.6,1.0,87.4,0.9,7.9,28180,28180,"Kapaa, HI Micro Area",28180,6194,11014,30.235888160373804,591,29.614138216896524,7.282010701635391,32.86796292109428,53076,1340,0,633,630,565,46,179,31,194,476,115,440,168,14378,30,59420,3362,42.7,93612,26.6,1810,29.9,1183,11.901408450704224,1736,17.464788732394364,999,10.050301810865191,916,9.21529175050302,769,7.736418511066398,479,4.818913480885312,978,9.839034205231387,716,7.203219315895372,2096,21.08651911468813,9940,358,0,73610,1081,580,7.555034518692197,489,6.369675654552559,923,12.022925621987754,871,11.345577699622249,547,7.125179106421779,688,8.961834049759021,411,5.353653771004298,835,10.876644522599973,1452,18.9136381398984,7459,3792,7677,1448,2.436889936048469
